STATE,H_OR_S,DISTRICT,NAME,PARTY_R,YES,PERCENT_RURAL,MEAN_INCOME,PERCENT_PRIVATE,PERCENT_21_FBLA,PERCENT_21_FBA,PERCENT_21_W,PERCENT_21_B,PERCENT_21_H,CHANGE_FBLA,CHANGE_FBA,CHANGE_HISP,CHANGE_A,,,,,,
KY,H,8,Thomas,1,1,47.19,51938,19.1,1.35,1.01,63.12,22.15,8.06,0.08,0.61,4.89,0.81,,,,,,
KY,H,9,Dossett,1,1,22.37,66649,17.11,0.59,0.96,76.73,11.28,5.98,-0.65,-0.4,-2.4,-0.09,,,,,,
KY,H,10,Calloway,1,1,72.93,71337,10.69,0.26,0.68,83.93,8.2,2.79,0.06,0.18,1.44,0.1,,,,,,
KY,H,11,Dixon,1,1,36.53,67948,11.94,0.5,0.48,85.97,6.8,2.69,0.18,0.11,0.76,0.12,,,,,,
KY,H,12,Gooch,1,1,100,68623,14.35,1.02,0.46,90.22,4.28,3.19,0.19,0.34,0.92,0.31,,,,,,
KY,H,13,Johnson,1,1,12.87,60502,12.83,1.46,1.16,80.26,9.01,5.37,0,0.59,1.97,0.57,,,,,,
KY,H,14,Lewis,1,0,83.73,73842,16.28,1.46,0.27,94.95,1.19,2.5,0.86,-0.02,0.44,-0.02,,,,,,
KY,H,15,Prunty,1,1,73.94,66607,8.81,0.84,0.26,90.8,4.63,1.83,0.41,-0.06,0.55,-0.05,,,,,,
KY,H,16,Petrie,1,1,84.94,67285,15.52,1.06,0.23,87.63,6.37,3.76,-0.46,0.23,1.24,0.33,,,,,,
KY,H,17,Sheldon,1,1,22.09,94502,14.59,1.02,3.56,86.84,3.46,2.96,0.55,3.41,1.97,3.87,,,,,,
KY,H,18,Heavrin,1,1,78.38,73168,11.91,0.37,0.55,91.34,3.27,1.88,0.18,0.45,0.74,0.58,,,,,,
KY,H,19,Meredith,1,1,72.06,68393,8.09,2.49,1.27,78.91,9.62,5.71,2.05,1.14,4.3,1.85,,,,,,
KY,H,20,Minter,0,0,3.95,67287,5.54,2.35,5.85,72.77,9.92,6.84,-0.61,1.96,1.81,2.05,,,,,,
KY,H,21,Rowland,1,0,89.19,58078,8.6,0.41,0.42,92.9,2.92,2.09,-2.43,-0.87,-2.19,-0.9,,,,,,
KY,H,22,McPherson,1,0,58.09,66661,15.17,0.91,0.53,89.46,4.76,2.29,0.35,0.08,0.71,0.22,,,,,,
KY,H,23,Riley,1,0,62.1,60899,10.99,1.06,0.59,89.66,3.53,3.51,0.2,0.18,1.15,0.27,,,,,,
KY,H,24,Reed,1,0,95.02,60541,12.29,1.3,0.62,90.15,4.54,2.72,0.81,0.16,0.61,0.21,,,,,,
KY,H,25,DuPlessis,1,1,19.08,83070,18.35,0.72,1.42,82.56,7.54,3.3,0.19,-0.1,0.56,-0.13,,,,,,
KY,H,26,Webber,1,1,24.57,85399,15.8,1.11,0.65,86.62,4.03,5.8,-0.5,-1.82,-1.11,-1.93,,,,,,
KY,H,27,Tate,1,1,59.47,76367,8.81,0.42,1.25,79.23,9.74,5.61,-0.21,0.61,0.87,1.04,,,,,,
KY,H,29,Bratcher,1,1,7.38,104845,37.95,0.95,1.76,77.48,12.16,4.64,-0.19,0.33,1.93,0.78,,,,,,
KY,H,30,Burch,0,0,0,65933,17.33,9.28,5.54,43.31,36.69,12.76,3.59,3.46,4.81,2.69,,,,,,
KY,H,31,Raymond,0,0,0.2,82588,30.08,2.81,3.65,74.6,14.15,5.37,-0.24,1.6,1.29,1.13,,,,,,
KY,H,32,Bojanowski,0,0,0,103942,44.92,1.84,6.65,78.42,7.03,3.4,0.38,2.84,0.55,3.6,,,,,,
KY,H,33,Nemes,1,1,12.11,113532,31.01,1.82,3.63,79.78,9.89,3.7,-0.19,0.85,0.24,-0.22,,,,,,
KY,H,34,Marzian,0,0,0,113927,46.52,0.72,0.99,91.52,3.19,1.9,0.41,0.09,0.22,0,,,,,,
KY,H,35,Wilner,0,0,0,81812,25.67,5.4,0.82,75.46,12.29,9.94,2.85,0.01,3.61,-0.01,,,,,,
KY,H,36,Miller,1,1,11.58,132759,34.55,1.04,3.71,83.19,7.79,3.04,0.45,3.21,1.15,4.2,,,,,,
KY,H,37,Donohue,0,0,4.54,67520,16.95,6.71,3.7,63.58,16.71,11.3,0.02,-2.07,2.52,-2.02,,,,,,
KY,H,38,Cantrell,0,0,0.44,62684,11.28,5.77,4.1,62.56,17.77,9.68,2.08,2.83,2.83,4.49,,,,,,
KY,H,39,Lockett,1,1,8.13,84148,15.2,1.23,1.72,86.78,3.85,4.48,0.03,0.57,1.73,1.26,,,,,,
KY,H,40,Kulkarni,0,0,0,50530,15.68,3.9,3.34,55.42,29.01,7.4,1.33,1.67,2.78,2.2,,,,,,
KY,H,41,Scott,0,0,0,62631,21.22,1.37,1.25,46.59,46.55,3.13,0.32,-0.86,1.26,0.69,,,,,,
KY,H,42,Meeks,0,0,0,56076,10.91,1.15,0.65,41.48,50.77,3.15,0.31,0.1,1.11,-0.07,,,,,,
KY,H,43,Stevenson,0,0,0,73374,17.86,0.39,0.33,44.91,50.2,1.27,0.1,-0.16,-0.18,-0.19,,,,,,
KY,H,44,Jenkins,0,0,0.15,64430,17.56,2.84,0.52,56.42,35.21,4.54,2.17,0.2,3.19,-0.24,,,,,,
KY,H,45,Timoney,1,0,8.2,117582,23.43,1.25,5.78,82.52,3.36,3.28,-0.19,1.38,0.32,2.67,,,,,,
KY,H,46,Gentry,0,0,0,71233,16.98,7.57,3.35,58.38,24.13,13.13,2.67,1.4,5.25,-0.6,,,,,,
KY,H,47,Rabourn,1,1,88.17,70173,14.09,1.46,0.13,89.9,2.34,4.66,-1.11,-0.46,-0.22,-0.42,,,,,,
KY,H,48,Fleming,1,1,3.67,155016,34.65,1.95,4.26,79.09,7.66,4.55,-0.18,0.56,0.73,0.74,,,,,,
KY,H,49,Huff,1,1,34.43,74973,18.61,0.6,0.96,92.26,1.4,2.58,0.47,0.36,1.61,0.18,,,,,,
KY,H,50,McCoy,1,1,62.17,81819,19.02,0.23,0.44,90.06,5.17,2.3,-0.45,0.16,0.61,0.13,,,,,,
KY,H,51,Carney,1,1,58.34,66002,28.38,0.81,0.42,90.5,3.69,2.42,0.3,-0.05,1.03,0.05,,,,,,
KY,H,52,Upchurch,1,1,70.69,57231,10.55,0.87,0.08,91.84,3.14,2.45,-0.06,0.05,0.11,0.21,,,,,,
KY,H,53,Tipton,1,1,68.75,89414,16.37,0.83,0.4,92.84,1.95,2.82,0.09,0.29,1.51,0.26,,,,,,
KY,H,54,Elliot,1,1,57.5,64721,24.15,0.95,0.54,87.83,5.48,3.32,-0.5,-0.08,0.47,-0.17,,,,,,
KY,H,55,King,1,1,66.24,84909,27.11,1.3,1.05,88.94,4.78,3,0.98,0.76,1.52,0.76,,,,,,
KY,H,56,Fister,1,1,41.41,84750,18.68,4.55,1.12,78.67,8.51,9.88,-0.83,0.02,2.5,-0.49,,,,,,
KY,H,57,Graham,0,0,20.74,73733,15.02,2.19,1.62,79.15,10.63,4.16,0.8,0.46,1.7,0.69,,,,,,
KY,H,58,Decker,1,1,49.26,93442,22.7,4.63,0.78,79.25,6.34,9.74,0.76,0.51,3.17,0.44,,,,,,
KY,H,59,Osborne,1,1,30.15,144756,17.97,1.43,1.52,87.7,4.08,3.52,0.08,0.11,0.8,-0.17,,,,,,
KY,H,60,Santoro,1,1,8.13,113775,20.13,1.86,1.21,86.06,3.29,5.08,0.41,-1.2,2.11,-0.41,,,,,,
KY,H,61,Maddox,1,1,88.74,83922,14.38,0.5,0.28,93.67,0.94,2.59,-0.75,0.15,0.16,0.13,,,,,,
KY,H,62,Pratt,1,1,37.75,85634,16.03,1.76,0.56,86.78,4.18,4.56,-2.87,0.04,-3.89,0.15,,,,,,
KY,H,63,Banta,1,1,0.88,113700,31.44,0.52,1.43,89.99,3.23,2.7,0.2,0.59,1.73,0.07,,,,,,
KY,H,64,Moser,1,1,3.66,104398,25.01,0.23,1.47,93.94,1.68,1.27,-0.08,0.95,0.29,0.52,,,,,,
KY,H,65,Wheatley,0,0,0,63011,20.11,3.23,0.75,74.86,10.37,8.56,1.62,0.09,3.84,0.56,,,,,,
KY,H,66,Massey,1,0,14,111747,16.58,1.31,1.89,89.29,2.88,3.34,0.4,0.03,-0.76,0.15,,,,,,
KY,H,67,Roberts,0,0,1.41,73632,19.84,0.86,0.91,87.48,5.14,3.36,0.5,-0.03,1.66,-0.1,,,,,,
KY,H,68,Fischer,1,1,24.03,107674,20.86,0.14,1,94.85,0.66,1.3,-0.24,0.39,-0.45,0.31,,,,,,
KY,H,69,Koenig,1,1,0,77012,12.96,1.7,2.24,84.1,5.57,3.75,0.14,1.87,-0.07,1.9,,,,,,
KY,H,70,Lawrence,1,0,69.06,70767,10.16,0.43,0.32,92.89,3.44,1.42,-0.28,0.3,0.01,0.52,,,,,,
KY,H,71,Bray,1,1,66.16,76849,13.52,1.28,0.19,93.54,1.55,2.12,0.85,-0.17,0.93,-0.34,,,,,,
KY,H,72,Koch,1,1,73.71,75462,16.98,1.54,0.15,88.1,4.69,4.56,-0.78,-0.03,0.7,-0.18,,,,,,
KY,H,73,Dotson,1,1,32.09,79275,13.44,1.09,0.74,90.03,3.78,3.07,-0.07,0.02,0.63,-0.06,,,,,,
KY,H,74,Hale,1,0,70.37,56687,10.53,0.47,0.22,93.53,1.74,2.46,-0.17,0.13,0.84,0.31,,,,,,
KY,H,75,Flood,0,0,0,70186,9.84,1.16,4.31,78.76,9.77,3.87,-0.63,-0.57,0.74,-1.44,,,,,,
KY,H,76,Palumbo,0,0,0.05,76385,14.33,3.71,2.52,69.79,17.55,6.87,0.85,0.41,2.43,-0.3,,,,,,
KY,H,77,Brown,0,0,0.13,65059,8.74,7.62,1.55,47.31,32.67,13.02,-1.1,0.94,-1.18,0.97,,,,,,
KY,H,78,Hart,1,1,65.31,69056,18.6,0.7,0.38,92.38,2.17,2.07,0.35,0.25,1.15,0.22,,,,,,
KY,H,79,Westrom,0,0,0,79951,14.03,3.41,3.6,66.05,18.24,7.29,0.67,1.45,2.69,0.81,,,,,,
KY,H,80,Meade,1,1,99.94,58433,10.97,1.56,0.38,91.18,2.16,3.13,1.5,0.29,2.13,0.15,,,,,,
KY,H,81,Gordon,1,0,43.7,68639,20.69,0.69,1.4,87.1,5.38,2.87,-0.16,0.74,0.54,0.15,,,,,,
KY,H,82,Huff,1,0,66.82,57371,20.05,0.23,0.24,95.77,0.83,1.56,-0.07,0.02,0.79,-0.18,,,,,,
KY,H,83,Branscum,1,1,87.11,56457,8.66,0.87,0.32,93.8,1.14,2.64,-0.3,0.09,0.43,0.4,,,,,,
KY,H,84,Fugate,1,0,83.11,57006,9.38,0.03,0.73,94.13,1.27,0.99,-0.09,0.51,0.31,0.43,,,,,,
KY,H,85,Baker,1,1,41.41,66700,10.79,0.18,0.33,95.85,0.42,1.42,-0.74,0,-0.28,-0.09,,,,,,
KY,H,86,Smith,1,0,61.36,52556,9.83,0.25,0.42,95.29,0.77,1.36,0.24,0.27,0.55,0.04,,,,,,
KY,H,87,Bowling,1,0,68.65,43154,8.72,0.02,0.1,94.46,2.45,0.77,-0.05,0.02,0.05,0.03,,,,,,
KY,H,88,Stevenson,0,0,13.74,128437,25.76,1.78,5.25,77.19,7.53,5.06,0.6,1.18,2.28,1.7,,,,,,
KY,H,89,Truett,1,0,88.86,58998,16.14,0.22,0.45,93.76,1.97,1.84,-0.06,0.09,0.69,-0.2,,,,,,
KY,H,90,Lewis,1,0,84.53,48059,9.41,0.23,0.08,93.34,3.06,0.99,0,-0.28,0.27,-0.17,,,,,,
KY,H,91,Wesley,1,0,56.02,48539,10.38,0.24,0.4,95.26,0.91,0.78,-0.04,0.28,0.39,0.4,,,,,,
KY,H,92,Blanton,1,0,95.68,48658,17.86,0.32,0.23,97.23,0.42,0.76,0.3,0.15,0.45,0.41,,,,,,
KY,H,93,McCormick,1,0,1.29,49298,7.81,0.27,0.19,94.26,2.39,1.07,0.15,-0.09,0.42,-0.06,,,,,,
KY,H,94,Hatton,0,0,94.94,54572,16.36,0.13,0.38,96.36,0.73,0.88,-0.23,-0.2,0.08,-0.07,,,,,,
KY,H,95,Laferty,0,0,68.32,53815,9.74,0.05,0.36,96.57,0.82,0.93,-0.22,0.3,0.34,0.25,,,,,,
KY,H,96,Flannery,1,0,83,56332,15.44,0.38,0.54,96.27,0.28,0.97,0.34,0.45,0.52,0.34,,,,,,
KY,H,97,McCool,1,0,86.59,53389,9.93,0.19,0.66,95.44,1.54,0.63,-0.16,0.46,-0.5,0.59,,,,,,
KY,H,98,Bentley,1,0,35.38,74569,5.62,0.15,0.59,94.95,0.97,1.14,0.07,0.33,0.39,0.24,,,,,,
KY,H,100,Sharp,1,1,39.42,67961,9.33,0.73,0.35,92.89,1.92,2,0.28,0.04,0.25,-0.3,,,,,,
LA,S,1,Owen,1,1,13.61,81709,19.38,2.65,1.35,66.36,19.77,7.66,0.31,0.21,1.26,-0.1,,,,,,
LA,S,2,Price,0,0,24.76,69122,14.98,1.37,0.31,39.56,54.4,4.59,0.21,-5.11,1.98,-8.8,,,,,,
LA,S,3,Bouie,0,0,0.23,58826,19.39,2.54,4,26.26,59.68,5.39,0.7,2.71,1.11,3.85,,,,,,
LA,S,4,Harris,0,0,0,71975,23.98,1.86,0.85,29.05,61.94,5.3,-1.55,0.13,-0.98,0.15,,,,,,
LA,S,5,Duplessis,0,0,0,83115,48.1,2.89,1.52,40.14,47.55,6.49,-0.79,0.05,0.07,0.29,,,,,,
LA,S,6,Edmonds,1,1,40.58,87184,22.88,2.29,1.49,62.86,26.88,5.11,-0.05,0.12,-0.17,0,,,,,,
LA,S,7,Carter,0,0,3.74,67555,19.95,7.04,2.23,27.69,55.86,12.17,1.84,-0.24,3.32,-0.39,,,,,,
LA,S,8,Connick,1,1,8.82,82168,23.74,6.24,3.5,44.68,34.54,11.26,1.3,-0.5,2.71,-0.18,,,,,,
LA,S,9,Henry,1,1,0,100711,47.14,8.23,2.66,70.49,10.47,13.59,0.05,-0.43,0.95,-0.54,,,,,,
LA,S,10,Talbot,1,1,0,90482,41.6,8.36,4.11,66.22,10.09,15.74,-1.23,1.97,0.1,2.23,,,,,,
LA,S,11,McMath,1,1,15.83,105988,30.85,2.59,1,81.78,8.56,5.83,0.54,0.33,1.05,0.27,,,,,,
LA,S,12,Mizell,1,1,86.57,69035,14.81,0.7,0.24,66.68,27.97,2.79,0.11,0,0.6,-0.18,,,,,,
LA,S,13,Hodges,1,1,26.01,87354,17.13,1.87,0.41,87.32,4.94,4.41,0.15,-0.46,0.78,-0.68,,,,,,
LA,S,14,Fields,0,0,0.73,67482,15.6,1.94,3.05,30.5,57.58,4.14,0.5,0.58,0.69,1.13,,,,,,
LA,S,15,Barrow,0,0,3.91,64383,13.72,2.71,2.48,14.97,76.47,4.4,1.39,0.96,1.93,0.95,,,,,,
LA,S,16,Foil,1,1,0.24,114088,31.95,2.15,3.01,66.03,21.76,4.31,-0.04,-0.04,-0.1,-0.74,,,,,,
LA,S,17,Kleinpeter,1,1,74.15,76771,20.49,0.69,0.18,59.13,35.75,2.58,-0.02,-0.06,0.99,-0.22,,,,,,
LA,S,18,Lambert,1,0,16.6,102923,18,2.38,0.9,75.51,15.27,4.9,0.99,0.49,1.58,0.97,,,,,,
LA,S,19,Miller,1,0,18.97,84387,17.78,4.9,0.76,53.58,33.85,9.09,3.08,0.2,5.14,0.28,,,,,,
LA,S,20,Fesi,1,1,21.16,73752,16.81,2.22,0.36,72.35,12.24,5.25,-0.1,-0.18,0.91,-0.08,,,,,,
LA,S,21,Allain,1,1,28.62,73877,19.5,1.94,0.83,62.64,25.36,5.8,0.04,0.12,1.89,0.37,,,,,,
LA,S,22,Miguez,1,1,26.99,66716,16.2,1.31,1,64.92,26.27,3.83,0.3,-0.2,1.22,0.2,,,,,,
LA,S,23,Coussan,1,1,4.88,102370,22.03,1.76,2.71,76.05,13.27,4.52,-0.62,0.85,0.08,0.82,,,,,,
LA,S,24,Boudreaux,0,0,26.55,58387,19.33,1.1,0.45,40.1,54.42,2.58,0.37,0.24,0.79,0.12,,,,,,
LA,S,25,Abraham,1,1,42.54,80151,18,1.48,0.97,77.24,14.58,3.75,0.67,0.19,1.74,0.32,,,,,,
LA,S,26,Hensgens,1,1,58.25,71652,18.85,1.85,0.82,72.66,17.77,4.81,1.14,-0.14,2.64,-0.27,,,,,,
LA,S,27,Stine,1,1,14.27,76792,12.91,1.21,0.95,58.91,33.84,3.41,0.41,0.23,0.85,0.35,,,,,,
LA,S,28,Cloud,1,1,63.53,56977,15.01,2.3,0.48,66.2,25.02,4,1.04,0.18,1.48,0,,,,,,
LA,S,29,Luneau,0,0,25.92,49997,9.04,0.8,0.51,36.54,58.14,2.14,0,-0.88,-0.27,-0.84,,,,,,
LA,S,30,Reese,1,1,72.63,73262,15.35,0.79,0.74,76.8,11.61,6.21,-0.11,-0.02,1.74,0.11,,,,,,
LA,S,31,Seabaugh,1,1,61.7,68890,15.16,0.68,0.94,68.25,21.18,3.53,-0.15,0.65,0.74,0.67,,,,,,
LA,S,32,Womack,1,0,83.02,68255,13.32,0.7,0.32,72.57,23.38,2.01,0.18,0.2,0.44,0.26,,,,,,
LA,S,33,Cathey,1,1,72.81,68054,16.73,0.84,0.59,64.63,29.81,2.7,0.26,-0.07,1.11,0.02,,,,,,
LA,S,34,Jackson,0,0,38.06,46621,11.66,0.35,0.45,31,65.71,1.75,-0.14,0.19,0.02,0.28,,,,,,
LA,S,35,Morris,1,0,43.59,82475,16.37,0.91,1.34,79.18,12.38,3.43,-0.52,0.44,1.2,0.36,,,,,,
LA,S,36,Bass,1,1,36.66,71196,12.14,1.06,0.6,69.79,23.94,3.2,0.26,0.13,0.61,0.25,,,,,,
LA,S,37,Wheat,1,1,25.2,78783,15.29,1.87,1.76,60.35,26.15,7.97,-0.34,0.24,2.61,0.46,,,,,,
LA,S,38,Pressly,1,1,29.75,76307,15.76,0.62,1.16,52.23,39.77,2.76,0,0.16,0.23,0.34,,,,,,
LA,S,39,Jenkins,0,0,13.39,50131,8.4,0.67,0.22,28.92,66.8,2.01,0.28,0.03,0.63,0.14,,,,,,
LA,H,1,McCormick,1,1,66.05,65485,11.89,0.97,0.15,70.7,21.54,3.78,0.57,-0.11,2.01,-0.14,,,,,,
LA,H,3,Phelps,0,0,0.2,37794,5.65,0.97,0.3,8.83,86.95,2.7,0.69,0.14,0.56,0.11,,,,,,
LA,H,5,Bamburg,1,1,32.43,98426,17.03,0.92,2.36,57.3,33.69,2.92,0.23,0.04,0.77,0.53,,,,,,
LA,H,6,Melerine,1,1,0.83,101969,21.47,1.17,1.8,73.5,15.1,5.46,-0.49,-0.3,0.91,0.26,,,,,,
LA,H,7,Bagley,1,0,81.95,72731,17.57,0.27,0.46,65.48,25.67,2.99,-0.33,0.23,0.09,0.45,,,,,,
LA,H,8,Crews,1,1,12.62,85404,14.19,1.21,1.74,64.69,23.8,5.33,-1.39,0.77,-0.68,1,,,,,,
LA,H,9,Horton,1,1,38.75,74763,11.56,1.91,1.23,72.42,19.06,6.2,0.38,0.36,1.2,0.58,,,,,,
LA,H,10,McMahen,1,1,57.88,48323,7.88,0.34,0.35,62.39,33.38,1.99,0.01,0.03,0.48,-0.21,,,,,,
LA,H,12,Turner,1,1,76.45,76314,15.29,1.05,1.19,72.01,18.21,4.23,-0.57,0.5,0.74,0.53,,,,,,
LA,H,13,McFarland,1,1,74.69,59370,16.4,0.77,0.3,66.38,28.68,2.01,0.44,0.11,0.37,0.06,,,,,,
LA,H,14,Echols,1,1,24.4,86134,28.22,0.44,1.54,73.67,19.77,2.25,0.38,0.88,1.23,0.27,,,,,,
LA,H,15,Gadberry,1,1,52.63,87231,12.15,0.3,0.88,86.97,7.1,2.27,-0.29,0.42,0.14,0.76,,,,,,
LA,H,16,Fisher,0,0,14.31,44701,8.91,0.44,0.85,26.71,70.18,1.05,-0.64,-0.58,-0.56,-0.55,,,,,,
LA,H,18,LaCombe,1,1,78.1,76202,23.66,0.94,0.4,55.27,39.3,3.07,-0.15,0.29,1.11,0.37,,,,,,
LA,H,19,Thompson,1,1,94.06,59216,14.36,0.47,0.28,64.39,31.38,2.41,0.07,0.2,-0.32,-0.01,,,,,,
LA,H,20,Riser,1,1,96.02,63189,15.11,0.18,0.25,70.5,27.1,1.09,-0.05,0.24,-0.46,0.52,,,,,,
LA,H,22,Firment,1,1,68.53,66108,13.46,1.77,0.39,75.64,17.24,3.83,0.3,0.21,0.96,0.28,,,,,,
LA,H,23,Mena,0,0,0,51018,8.71,0.19,0.23,37.86,56.81,2.24,-0.23,-0.19,0.34,-0.25,,,,,,
LA,H,24,Schamerhorn,1,1,85.94,66482,8.78,0.23,0.2,77.71,10.06,4.05,-0.3,-0.15,1.42,-0.01,,,,,,
LA,H,25,DeWitt,1,1,58.87,80700,15.9,1.51,1.76,69.23,20.18,5.1,1.17,0.42,3.36,0.67,,,,,,
LA,H,26,Larvadain,0,0,0.82,49966,7.95,0.89,1.08,27.45,66.77,1.96,0.5,-0.25,0.27,-0.07,,,,,,
LA,H,27,"Johnson, M",1,1,53.98,79356,19.09,0.38,0.74,79.77,12.5,2.95,-1.15,-0.34,-1.85,-0.35,,,,,,
LA,H,28,Deshotel,1,1,84.41,56204,19.96,0.41,0.38,64.21,27.28,2.09,0.1,0.04,0.53,0.16,,,,,,
LA,H,29,Jordan,0,0,3.67,59966,15.03,0.82,0.09,16.29,79.8,2.26,-0.57,-1.59,-0.61,-1.92,,,,,,
LA,H,30,Owen,1,1,42.25,64521,11.19,1.59,1.62,57.25,22.85,11.12,0.03,0.31,3.26,0.45,,,,,,
LA,H,31,Hebert,1,1,17.47,109959,25.09,2.15,2.49,76.03,11.55,5.23,-0.38,0.89,0.7,1.17,,,,,,
LA,H,32,Carrier,1,0,84.2,70288,12.54,2.95,0.69,78.04,12.47,5.08,1.25,0.2,1.81,-0.09,,,,,,
LA,H,33,Farnum,1,1,31.57,74974,23.41,1.15,0.37,87.56,5.66,4.38,0.17,0.17,2.36,0.19,,,,,,
LA,H,34,Carter,0,0,2.85,63537,7.64,1.42,0.49,20.46,71.86,3.58,0.83,0.03,2.03,0.04,,,,,,
LA,H,35,Geymann,1,0,27.3,94184,15.83,0.41,0.71,83.9,11.04,1.99,-0.27,0.51,-1.55,0.6,,,,,,
LA,H,36,Tarver,1,1,2.14,95337,20.28,2.24,2.83,75.7,12.87,5.18,1.03,0.35,2.56,1.05,,,,,,
LA,H,37,Romero,1,1,74.32,71069,13.39,0.45,0.1,77,16.96,2.47,0.01,-0.17,0.87,-0.29,,,,,,
LA,H,38,Butler,1,1,80.86,52785,17.83,1.07,0.45,65.68,27.62,2.82,0.39,0.25,1.63,0.01,,,,,,
LA,H,39,Emerson,1,1,17.43,79571,27.86,1.96,0.15,65.71,27.37,3.92,0.96,-0.19,1.39,-0.7,,,,,,
LA,H,40,Miller,0,0,48.19,56282,14.78,0.68,0.89,37.46,57.12,2.33,0.42,0.75,1.18,0.79,,,,,,
LA,H,41,DeVillier,1,1,76.29,64942,18.54,2.55,0.12,74.1,17.43,5,1.58,-0.12,2.99,-0.13,,,,,,
LA,H,42,Henry,1,1,50.12,59221,16.79,0.45,0.1,74.3,20.85,1.6,-0.25,-0.43,-0.65,-0.58,,,,,,
LA,H,43,Carlson,1,1,0.12,106165,24.97,1.22,2.15,78.56,12.98,2.45,0.12,0.45,-0.2,0.47,,,,,,
LA,H,44,Chassion,0,0,3.36,50834,9.53,1.53,0.7,29.72,62.97,3.16,0.76,0.31,0.97,0.36,,,,,,
LA,H,45,Myers,1,1,0,77984,18,4.1,3.43,69.02,16.5,8.3,0.9,1.69,2.37,1.59,,,,,,
LA,H,46,Boyer,1,1,67.33,66860,16.48,1.11,0.41,71.63,21.62,3.44,0.37,-0.23,1.25,0.08,,,,,,
LA,H,47,Bourriaque,1,1,63.87,68952,16.64,1.76,0.78,76.95,13.56,4.5,0.49,-0.43,2.24,-0.52,,,,,,
LA,H,48,Beaullieu,1,1,27.98,85551,21.12,0.93,1.34,74.98,18.01,3.05,-0.32,-0.48,0.07,0.08,,,,,,
LA,H,49,"Landry, J",1,1,45.18,70681,15.08,1.32,1.17,70.95,19.12,4.93,0.34,-0.5,2.16,-0.37,,,,,,
LA,H,50,Blanc,1,1,25.39,59396,11.72,1.44,0.39,57.25,33.09,3.32,-0.34,-0.3,0.25,-0.2,,,,,,
LA,H,51,Amedee,1,1,23.01,68454,17.66,3.08,1.07,61.08,18.67,9.13,0.17,0.39,2.91,0.96,,,,,,
LA,H,52,Zeringue,1,1,5.99,85204,26.81,1.58,0.59,70.63,18.4,4.67,-0.32,0.06,0.83,0.31,,,,,,
LA,H,53,Domangue,1,1,32.5,71482,20.24,1.04,0.76,69.86,15.08,5.34,-0.84,-0.19,2.21,-0.89,,,,,,
LA,H,54,Orgeron,1,1,27.04,72180,9.15,3.85,0.34,82.44,2.49,7.47,1.02,-0.15,1.93,-0.12,,,,,,
LA,H,55,Fontenot,1,1,24.18,81251,21.91,0.39,0.37,70.54,23.68,1.8,-0.41,-0.11,0.14,-0.12,,,,,,
LA,H,56,Billings,1,1,15.26,98690,17.15,1.3,1.01,69.46,22.63,4.49,-1.54,0.54,-0.89,0.59,,,,,,
LA,H,57,Taylor,0,0,12.2,81432,16.61,2.84,0.48,29.24,59.73,7.43,1.02,0.04,3.3,0.38,,,,,,
LA,H,58,Brass,0,0,31.74,64155,12.65,1.14,0.31,33.61,60.9,4.38,0,-0.08,2.08,-0.12,,,,,,
LA,H,59,Bacala,1,1,1.79,123394,21.36,2.63,1.03,74.05,14.44,6.43,0.57,0.5,1.51,0.95,,,,,,
LA,H,60,Brown,0,0,59.03,71378,13.46,0.85,0.19,54.55,40.04,2.81,0.23,-0.18,0.69,-0.61,,,,,,
LA,H,62,Adams,0,0,59.65,90506,17.57,0.3,0.22,54.07,41.64,1.69,-0.42,-0.74,-0.08,-0.83,,,,,,
LA,H,63,Carpenter,0,0,13.2,69072,9.02,0.4,1.1,16.88,79.99,1.4,-0.12,0.91,0.42,0.86,,,,,,
LA,H,64,Dickerson,1,1,30.86,90994,16.73,0.14,0.52,81.1,13.42,1.07,-0.24,0.27,-0.49,0.38,,,,,,
LA,H,65,Ventrella,1,1,25.11,91277,19.8,3.27,1.73,62.24,25.73,7.58,1.26,-0.39,3.46,-1.03,,,,,,
LA,H,66,Chenevert,1,1,5.84,138172,40.07,1.18,3.81,65.38,22.91,3.38,-2.64,-0.52,-2.73,-0.47,,,,,,
LA,H,68,McMakin,1,1,0,112883,29.4,1.03,2.69,65.96,25.79,2.81,-0.04,-0.04,-1.42,0.22,,,,,,
LA,H,69,Davis,1,1,0,97716,26.77,3.3,4.37,57.27,25.1,5.48,0.79,2.17,1.38,2.15,,,,,,
LA,H,70,Freiberg,1,1,0.06,110675,30.92,3.98,2.69,60.02,25.87,7.01,0.96,-0.02,1.64,-0.63,,,,,,
LA,H,71,Wilder,1,1,7.02,83293,20.27,3.09,0.59,83.52,6.54,6.65,1.33,0.1,2.57,0.25,,,,,,
LA,H,72,Carter,0,0,79.49,56750,16.17,0.63,0.43,38.32,56.82,1.87,-0.12,0.18,0.52,0.27,,,,,,
LA,H,73,Coates,1,1,35.58,73611,25.83,1.47,0.17,73.7,19.67,4.25,-0.22,-0.6,0.16,-0.82,,,,,,
LA,H,74,Egan,1,1,71.41,77304,21.85,0.95,0.12,81.15,12.59,4.26,0.45,0,2.02,-0.02,,,,,,
LA,H,75,Wyble,1,1,75.76,53429,12.81,0.65,0.14,63.49,32.05,1.95,0.04,-0.01,-0.06,-0.09,,,,,,
